entity,type,start,end,weeks,intensity,peak
Cybersecurity,SECTOR,2017-09-11,2017-10-09,5,17.5,2017-09-18
National Retail Properties,COMP,2019-06-17,2020-07-27,59,17.5,2020-05-18
CEO,PERSON,2019-09-02,2021-11-08,115,17.5,2019-09-30
"Rockwell Automation, Inc.",COMP,2017-07-24,2018-02-26,32,17.5,2017-07-24
WestRock Company,COMP,2017-04-17,2017-07-31,16,17.5,2017-04-24
American Express,COMP,2019-12-16,2020-04-06,17,17.5,2020-01-13
Online Sales,SECTOR,2019-12-16,2021-07-26,85,17.5,2020-10-05
Chinese Companies,COMP,2020-05-25,2021-10-04,72,17.5,2021-08-30
Shares,FIN_INSTRUMENT,2021-03-22,2021-04-12,4,17.5,2021-03-22
Warren Buffett,PERSON,2021-04-26,2021-05-03,2,17.5,2021-05-03
"American International Group, Inc.",COMP,2017-01-30,2018-03-12,59,17.5,2017-03-06
Regional Banks,SECTOR,2023-03-13,2023-08-28,25,17.5,2023-03-20
"Tesla, Inc.",COMP,2018-07-23,2018-12-10,21,17.5,2018-07-23
Powell,PERSON,2021-08-23,2021-08-30,2,17.5,2021-08-23
Unemployment,CONCEPT,2020-03-23,2020-09-14,26,17.5,2020-04-27
Australia,GPE,2021-02-15,2021-04-19,10,17.5,2021-04-05
Ross Stores Inc,COMP,2020-08-17,2021-05-31,42,17.5,2020-08-17
Steel,PRODUCT,2017-08-28,2018-05-07,37,17.5,2017-08-28
North America,GPE,2018-01-22,2018-03-19,9,17.5,2018-03-19
Senior Housing Properties Trust,COMP,2017-04-17,2019-05-06,108,17.5,2017-04-17
East West Bancorp,COMP,2022-08-22,2022-10-17,9,17.5,2022-09-05
SLB,COMP,2023-01-16,2023-12-11,48,17.5,2023-01-16
FormFactor,COMP,2021-06-21,2023-03-06,90,17.4,2021-06-21
"Carter's, Inc.",COMP,2018-03-05,2019-02-18,51,17.4,2018-03-05
Costco Wholesale,COMP,2020-02-10,2020-02-10,1,17.4,2020-02-10
Roche Holdings,COMP,2017-05-22,2019-09-09,121,17.4,2019-09-09
"Ross Stores, Inc.",COMP,2017-01-09,2018-12-03,100,17.4,2018-03-05
Wayfair Inc,COMP,2019-04-22,2020-06-01,59,17.4,2020-05-04
American Express,COMP,2021-11-15,2021-11-15,1,17.4,2021-11-15
Neurocrine Biosciences,COMP,2019-03-18,2020-12-14,92,17.4,2020-12-14
Defense Sector,SECTOR,2020-12-07,2020-12-21,3,17.4,2020-12-21
Tesla Inc.,COMP,2017-03-27,2017-10-09,29,17.4,2017-04-10
"BJ's Restaurants, Inc.",COMP,2017-01-23,2019-03-04,111,17.4,2017-09-04
Amazon.com,COMP,2023-07-17,2023-07-31,3,17.4,2023-07-31
Mastercard Inc.,COMP,2017-07-17,2018-07-02,51,17.4,2017-07-17
"Assurant, Inc.",COMP,2018-02-05,2019-02-18,55,17.4,2018-04-30
US Dollar,FIN_INSTRUMENT,2023-07-17,2023-10-23,15,17.4,2023-07-24
Small Businesses,SECTOR,2020-01-27,2021-01-11,51,17.4,2020-03-30
Federal Reserve,ORG/REG,2019-12-16,2019-12-16,1,17.4,2019-12-16
VF Corp.,COMP,2019-10-21,2020-07-13,39,17.4,2019-12-02
Crispr Therapeutics,COMP,2018-11-26,2019-06-10,29,17.4,2018-11-26
Cognex,COMP,2019-10-21,2020-05-04,29,17.4,2020-05-04
Expedia,COMP,2019-03-25,2019-05-06,7,17.4,2019-05-06
Google,COMP,2021-10-11,2021-10-25,3,17.4,2021-10-11
Chevron,COMP,2019-04-08,2019-04-22,3,17.4,2019-04-15
Uranium,PRODUCT,2023-08-28,2023-11-06,11,17.4,2023-09-25
CSX Corporation,COMP,2021-05-31,2021-07-19,8,17.4,2021-07-19
Etsy,COMP,2023-08-28,2023-12-11,16,17.4,2023-09-18
Kilroy Realty,COMP,2020-08-24,2023-06-19,148,17.4,2021-05-31
Target,COMP,2020-11-16,2020-12-07,4,17.3,2020-11-23
Wells Fargo,COMP,2020-12-28,2021-01-11,3,17.3,2021-01-11
Under Armour,COMP,2020-07-27,2020-08-31,6,17.3,2020-08-31
Mortgage-Backed Securities,FIN_INSTRUMENT,2019-12-02,2020-05-25,26,17.3,2019-12-16
Shareholders,CONCEPT,2022-07-18,2022-10-24,15,17.3,2022-08-15
Blackstone,COMP,2022-12-05,2023-10-16,46,17.3,2023-10-16
Utility Stocks,SECTOR,2023-08-28,2023-11-13,12,17.3,2023-08-28
Infosys,COMP,2019-10-21,2020-09-07,47,17.3,2020-01-13
Apple Music,PRODUCT,2018-04-09,2020-06-01,113,17.3,2019-06-24
First Trust Rising Dividend Achievers ETF,FIN_INSTRUMENT,2023-08-14,2023-11-06,13,17.3,2023-08-14
Aurora Cannabis,COMP,2020-11-02,2020-12-07,6,17.3,2020-11-09
DIS,COMP,2017-01-09,2019-10-28,147,17.3,2017-01-09
XPO Logistics,COMP,2019-10-14,2020-05-04,30,17.3,2020-01-13
Nasdaq Inc.,COMP,2022-08-22,2023-09-25,58,17.3,2022-08-22
IBM,COMP,2023-10-23,2023-12-11,8,17.3,2023-12-11
Gilead Sciences,COMP,2017-01-23,2017-02-06,3,17.3,2017-01-23
Hecla Mining,COMP,2020-02-17,2021-08-02,77,17.2,2020-02-17
Intel,COMP,2023-09-18,2023-09-18,1,17.2,2023-09-18
China,GPE,2018-04-02,2018-04-09,2,17.2,2018-04-02
Renewable Diesel,PRODUCT,2020-09-21,2022-06-20,92,17.2,2021-03-01
Advanced Micro Devices Inc,COMP,2022-10-03,2022-11-07,6,17.2,2022-10-31
Renewable Energy,SECTOR,2022-01-03,2022-02-28,9,17.2,2022-02-28
Jabil Inc.,COMP,2022-11-07,2023-10-23,51,17.2,2022-11-07
Zillow Group Inc,COMP,2019-02-18,2020-01-06,47,17.2,2020-01-06
Crown Castle International,COMP,2017-10-02,2018-05-07,32,17.2,2017-10-02
Guyana,GPE,2022-01-24,2023-03-06,59,17.2,2022-02-14
Nvidia Corp,COMP,2021-11-08,2021-12-20,7,17.2,2021-11-29
Workday,COMP,2017-05-22,2017-10-09,21,17.2,2017-10-02
CVS Health Corporation,COMP,2017-01-23,2017-05-01,15,17.2,2017-04-17
Exxon Mobil Corp,COMP,2022-01-31,2022-04-25,13,17.2,2022-04-11
JPMorgan Chase & Co,COMP,2021-07-12,2021-11-22,20,17.2,2021-09-20
Schrodinger,COMP,2020-09-14,2021-03-22,28,17.2,2021-03-22
AbbVie,COMP,2018-01-22,2018-04-23,14,17.2,2018-03-26
Vodafone,COMP,2018-09-10,2019-01-21,20,17.2,2018-12-10
Market Cap,ECON_INDICATOR,2023-05-29,2023-12-11,29,17.1,2023-06-05
Capital One Financial Corp,COMP,2020-02-10,2021-11-29,95,17.1,2020-02-24
Invesco Solar ETF,FIN_INSTRUMENT,2023-08-28,2023-12-11,16,17.1,2023-12-11
Dividend Yield,CONCEPT,2023-10-23,2023-11-06,3,17.1,2023-10-30
Regulators,ORG/REG,2021-09-20,2021-10-25,6,17.1,2021-09-27
Microsoft,COMP,2022-04-18,2022-04-25,2,17.1,2022-04-25
U.S. dollar,FIN_INSTRUMENT,2023-08-14,2023-11-20,15,17.1,2023-09-25
Banking Sector,SECTOR,2023-03-06,2023-05-01,9,17.1,2023-03-20
Google Cloud,PRODUCT,2019-04-15,2019-04-29,3,17.1,2019-04-15
U.S. Stocks,FIN_INSTRUMENT,2019-12-16,2020-09-28,42,17.1,2020-04-20
Micron Technology,COMP,2017-06-26,2017-09-04,11,17.1,2017-09-04
Citizens Financial Group,COMP,2022-10-17,2023-12-11,61,17.1,2022-10-17
Vanguard Energy ETF,FIN_INSTRUMENT,2023-07-24,2023-11-06,16,17.1,2023-08-07
SunPower,COMP,2017-04-03,2017-10-02,27,17.1,2017-06-19
Auto Sector,SECTOR,2017-01-30,2017-06-05,19,17.1,2017-01-30
Equinor,COMP,2022-12-26,2023-06-12,25,17.1,2023-06-12
"Alexandria Real Estate Equities, Inc.",COMP,2018-04-23,2019-03-18,48,17.1,2019-02-04
Dividend,FIN_INSTRUMENT,2018-12-10,2018-12-17,2,17.1,2018-12-17
Redfin,COMP,2020-11-09,2022-03-07,70,17.1,2020-11-16
Jumia Technologies,COMP,2019-12-30,2022-04-18,121,17.1,2021-10-18
Yamana Gold,COMP,2017-05-01,2017-11-27,31,17.1,2017-10-23
Levi Strauss & Co,COMP,2020-07-06,2022-02-14,85,17.0,2022-02-14
Anheuser-Busch,COMP,2019-03-04,2021-02-01,101,17.0,2019-03-04
S&P 500 Index,FIN_INSTRUMENT,2017-10-23,2017-11-13,4,17.0,2017-10-30
S&P 500 Index,FIN_INSTRUMENT,2020-09-21,2020-10-12,4,17.0,2020-09-21
PVH Corp.,COMP,2021-08-16,2023-01-02,73,17.0,2022-10-10
"Franklin Resources, Inc.",COMP,2017-01-23,2019-01-28,106,17.0,2019-01-28
Big Tech,SECTOR,2023-07-24,2023-12-04,20,17.0,2023-09-11
3D Systems,COMP,2022-04-04,2022-07-18,16,17.0,2022-04-04
Ecolab Inc,COMP,2019-06-17,2021-06-21,106,17.0,2020-06-15
Advance Auto Parts Inc,COMP,2017-02-13,2018-09-24,85,17.0,2017-03-20
Federal Realty Investment Trust,COMP,2020-03-23,2020-12-07,38,17.0,2020-08-31
Earnings Surprise,CONCEPT,2019-01-07,2019-02-04,5,17.0,2019-01-14
Ferrari N.V.,COMP,2017-01-30,2017-07-03,23,17.0,2017-01-30
Japan,GPE,2017-07-31,2017-09-18,8,17.0,2017-09-18
Atlassian,COMP,2022-07-04,2023-05-01,44,17.0,2022-09-19
Financial stocks,FIN_INSTRUMENT,2020-01-06,2020-10-26,43,16.9,2020-10-26
Adidas,COMP,2017-01-30,2017-09-25,35,16.9,2017-01-30
Aphria,COMP,2020-07-20,2020-11-02,16,16.9,2020-11-02
Bloomin' Brands,COMP,2020-04-06,2021-12-20,90,16.9,2020-05-25
Express,COMP,2023-11-27,2023-11-27,1,16.9,2023-11-27
Salesforce,COMP,2021-04-05,2021-05-03,5,16.9,2021-04-05
Pentair plc,COMP,2018-04-02,2019-01-28,44,16.9,2018-04-16
Snowflake,COMP,2023-11-27,2023-12-11,3,16.9,2023-12-04
Technology,SECTOR,2018-11-26,2018-12-17,4,16.9,2018-12-17
IAC/InterActiveCorp,COMP,2019-11-04,2021-05-17,81,16.9,2020-08-10
"Goldman Sachs Group, Inc.",COMP,2017-01-09,2017-09-04,35,16.9,2017-01-09
DaVita Inc.,COMP,2019-12-02,2019-12-02,1,16.9,2019-12-02
Diageo,COMP,2018-06-18,2018-12-17,27,16.9,2018-06-18
Texas Instruments,COMP,2017-12-18,2018-04-23,19,16.9,2018-04-23
Nvidia,COMP,2022-06-20,2022-06-27,2,16.9,2022-06-27
Energy Select Sector SPDR Fund,FIN_INSTRUMENT,2023-07-24,2023-10-23,14,16.9,2023-07-24
Healthcare Costs,CONCEPT,2017-03-13,2020-04-27,164,16.9,2020-04-27
Casinos,SECTOR,2020-06-08,2021-10-18,72,16.9,2020-09-21
Welltower,COMP,2019-05-27,2020-01-20,35,16.9,2019-11-04
Signet Jewelers Limited,COMP,2021-11-29,2023-06-19,82,16.9,2021-11-29
First Majestic Silver,COMP,2020-03-16,2021-02-01,47,16.9,2021-01-25
Texas Instruments Incorporated,COMP,2017-01-16,2019-01-28,107,16.9,2018-01-29
SoFi,COMP,2021-01-11,2021-06-07,22,16.9,2021-03-01
Free Cash Flow,ECON_INDICATOR,2022-10-17,2022-11-07,4,16.8,2022-10-31
Vanguard Mega Cap Growth ETF,FIN_INSTRUMENT,2020-01-13,2020-01-13,1,16.8,2020-01-13
Capital One,COMP,2023-04-24,2023-07-31,15,16.8,2023-05-22
AutoZone,COMP,2019-12-30,2020-11-23,48,16.8,2020-09-28
Media Sector,SECTOR,2021-01-04,2021-05-17,20,16.8,2021-05-17
Ambarella,COMP,2018-11-26,2019-09-09,42,16.8,2019-05-20
Cognizant Technology Solutions Corp.,COMP,2017-06-05,2017-07-31,9,16.8,2017-07-31
VMware,COMP,2021-06-21,2022-01-10,30,16.8,2021-06-21
Taco Bell,COMP,2019-06-24,2019-10-21,18,16.8,2019-07-08
General Electric Co,COMP,2021-10-25,2021-11-15,4,16.8,2021-11-08
Pfizer,COMP,2019-12-30,2020-01-13,3,16.8,2019-12-30
Customer Experience,CONCEPT,2019-03-04,2020-02-24,52,16.8,2019-12-30
"Kinder Morgan, Inc.",COMP,2017-04-17,2018-10-01,77,16.8,2017-04-24
GSK,COMP,2021-11-22,2022-12-12,56,16.8,2022-12-12
Earnings Per Share,ECON_INDICATOR,2018-07-23,2018-07-30,2,16.8,2018-07-30
Bed Bath & Beyond Inc.,COMP,2018-09-17,2018-09-24,2,16.8,2018-09-24
NASDAQ,FIN_INSTRUMENT,2020-04-13,2020-04-13,1,16.8,2020-04-13
Airline Industry,SECTOR,2020-02-17,2020-11-09,39,16.8,2020-03-23
Chevron,COMP,2020-06-29,2020-08-10,7,16.8,2020-06-29
Dividend Channel,ORG,2020-02-24,2020-02-24,1,16.8,2020-02-24
Spirit Airlines,COMP,2020-03-02,2020-08-03,23,16.8,2020-07-27
Spotify,COMP,2018-07-02,2018-11-12,20,16.8,2018-07-09
Zuora,COMP,2019-12-23,2020-03-16,13,16.8,2020-03-16
RH,COMP,2022-11-21,2023-01-16,9,16.8,2022-12-12
Walmart,COMP,2021-02-22,2021-03-22,5,16.7,2021-03-01
Wix.com,COMP,2019-07-29,2020-11-16,69,16.7,2019-07-29
National Oilwell Varco,COMP,2019-05-20,2020-05-04,51,16.7,2019-05-20
Vanguard Total World Stock ETF,FIN_INSTRUMENT,2019-04-29,2019-09-16,21,16.7,2019-08-26
Southwest Airlines Co,COMP,2020-03-30,2020-11-23,35,16.7,2020-06-29
Cincinnati Financial,COMP,2021-11-22,2021-12-06,3,16.7,2021-11-29
Stanley Black & Decker Inc,COMP,2020-01-27,2021-01-04,50,16.7,2020-10-26
McKesson,COMP,2022-05-16,2023-10-09,74,16.7,2022-10-24
U.S. Steel,COMP,2017-02-20,2018-01-29,50,16.7,2017-07-24
Advertising,SECTOR,2019-08-26,2020-05-04,37,16.7,2019-12-30
Paychex,COMP,2022-10-31,2023-04-24,26,16.7,2022-10-31
Warren Buffett,PERSON,2022-11-14,2022-12-26,7,16.7,2022-12-12
Take-Two Interactive,COMP,2018-11-05,2018-12-10,6,16.7,2018-11-19
Verizon Communications,COMP,2022-12-26,2023-01-09,3,16.7,2023-01-02
TQQQ,FIN_INSTRUMENT,2019-12-16,2021-07-05,82,16.7,2021-07-05
Cognizant Technology Solutions,COMP,2022-09-19,2022-11-28,11,16.7,2022-10-03
EQT Corp,COMP,2020-02-10,2021-10-25,90,16.7,2020-10-26
Value,CONCEPT,2023-07-24,2023-10-30,15,16.7,2023-10-23
Taiwan Semiconductor Manufacturing Company,COMP,2018-07-09,2018-07-16,2,16.7,2018-07-09
Expedia,COMP,2019-11-18,2020-03-16,18,16.7,2019-12-30
XOM,COMP,2017-01-02,2018-04-16,68,16.7,2017-01-02
Fox,COMP,2019-11-18,2021-07-12,87,16.7,2020-03-16
Ford Motor,COMP,2023-07-17,2023-12-11,22,16.7,2023-07-24
Diversification,CONCEPT,2023-07-17,2023-11-20,19,16.6,2023-07-24
Middle East,GPE,2023-10-09,2023-11-20,7,16.6,2023-10-16
Teladoc Health Inc,COMP,2019-04-29,2021-03-08,98,16.6,2021-03-08
Redwood Trust,COMP,2020-05-04,2020-08-10,15,16.6,2020-08-10
Chevron Corporation,COMP,2018-09-24,2018-10-29,6,16.6,2018-09-24
China,GPE,2020-07-06,2020-07-06,1,16.6,2020-07-06
Casino Industry,SECTOR,2020-02-03,2020-08-31,31,16.6,2020-08-03
Austin,GPE,2021-02-01,2022-04-11,63,16.6,2022-01-10
Software-as-a-Service,SECTOR,2019-08-19,2022-01-03,125,16.6,2021-05-10
Shareholder Returns,CONCEPT,2021-04-19,2022-02-07,43,16.6,2021-09-13
Glencore,COMP,2020-04-20,2021-06-28,63,16.6,2021-06-28
Hologic Inc.,COMP,2017-01-30,2017-07-31,27,16.6,2017-07-31
Charter Communications,COMP,2017-07-31,2018-05-21,43,16.6,2018-05-21
"AvalonBay Communities, Inc.",COMP,2017-03-27,2018-03-26,53,16.6,2017-06-26
Lear Corporation,COMP,2018-02-12,2018-06-25,20,16.6,2018-03-05
The Cheesecake Factory Incorporated,COMP,2018-07-30,2018-08-20,4,16.6,2018-08-20
REITs,SECTOR,2017-01-23,2017-05-22,18,16.6,2017-01-30
Bridgewater Associates,ORG,2023-05-15,2023-11-06,26,16.6,2023-05-15
Franco-Nevada,COMP,2018-01-22,2018-08-06,29,16.6,2018-08-06
Gilead Sciences Inc.,COMP,2020-04-13,2020-10-19,28,16.6,2020-06-22
JPMorgan Chase & Co.,COMP,2017-01-09,2017-05-22,20,16.6,2017-04-10
Financial Services Sector,SECTOR,2017-06-05,2017-11-06,23,16.6,2017-06-05
PepsiCo,COMP,2018-05-28,2018-08-27,14,16.5,2018-05-28
Eastman Chemical Co,COMP,2019-06-10,2020-11-23,77,16.5,2019-12-09
Gilead Sciences,COMP,2018-09-10,2018-09-17,2,16.5,2018-09-10
Artificial Intelligence,CONCEPT,2020-01-06,2020-01-20,3,16.5,2020-01-20
AI Chips,PRODUCT,2023-05-22,2023-12-04,29,16.5,2023-05-22
Vanguard S&P 500 ETF,FIN_INSTRUMENT,2022-09-12,2023-01-23,20,16.5,2022-09-19
Under Armour Inc,COMP,2020-01-06,2020-05-18,20,16.5,2020-05-11
Miners,SECTOR,2020-08-17,2022-02-14,79,16.5,2022-02-14
Realty Income Corp,COMP,2017-01-23,2017-07-24,27,16.5,2017-02-20
Cybersecurity,SECTOR,2020-11-09,2021-04-12,23,16.5,2020-12-28
Telecommunications,SECTOR,2017-01-09,2017-06-12,23,16.5,2017-01-09
Intercontinental Exchange,COMP,2021-10-11,2021-12-27,12,16.5,2021-10-25
Realty Income,COMP,2019-04-22,2019-07-01,11,16.5,2019-06-17
Suncor Energy Inc,COMP,2020-05-04,2021-08-02,66,16.5,2020-05-04
Skyworks Solutions,COMP,2021-04-26,2021-08-30,19,16.5,2021-08-02
Stock Value,FIN_INSTRUMENT,2022-08-22,2022-08-22,1,16.5,2022-08-22
Bengaluru,GPE,2020-04-27,2021-04-26,53,16.5,2021-04-26
Россия,GPE,2018-02-12,2018-04-16,10,16.5,2018-04-09
GE Aviation,COMP,2019-07-15,2020-06-15,49,16.4,2019-07-15
trailing twelve month volatility,CONCEPT,2021-03-08,2021-09-20,29,16.4,2021-05-17
Dividend Channel,ORG,2019-04-29,2019-06-10,7,16.4,2019-05-27
Intercontinental Exchange Inc,COMP,2020-02-03,2021-07-12,76,16.4,2020-02-03
Northrop Grumman Corporation,COMP,2017-02-27,2017-08-21,26,16.4,2017-05-29
Principal Financial Group Inc,COMP,2017-01-30,2020-02-24,161,16.4,2017-11-27
Earnings,ECON_INDICATOR,2017-07-17,2017-07-24,2,16.4,2017-07-17
МИД России,ORG/GOV,2019-04-22,2019-12-02,33,16.4,2019-04-22
PPL Corporation,COMP,2017-09-04,2018-07-02,44,16.4,2017-09-04
FMC Corp.,COMP,2017-12-25,2018-12-03,50,16.4,2018-05-07
Mexico,GPE,2017-03-13,2017-06-26,16,16.4,2017-04-03
Caterpillar,COMP,2020-07-13,2020-11-09,18,16.4,2020-07-13
NVIDIA,COMP,2017-03-20,2017-04-17,5,16.4,2017-04-10
Oracle,COMP,2017-02-06,2017-03-13,6,16.4,2017-02-06
European Central Bank,ORG/REG,2017-08-21,2018-06-18,44,16.4,2017-09-04
Japan,GPE,2023-07-24,2023-08-21,5,16.4,2023-08-14
Siemens,COMP,2019-09-02,2019-12-02,14,16.3,2019-09-02
Citizens Financial Group,COMP,2020-05-18,2021-07-05,60,16.3,2020-12-07
Salesforce.com,COMP,2018-11-19,2018-12-03,3,16.3,2018-11-26
Datadog,COMP,2022-05-23,2022-12-05,29,16.3,2022-06-20
Amazon,COMP,2021-06-07,2021-06-14,2,16.3,2021-06-14
Colgate-Palmolive Company,COMP,2020-12-28,2021-05-10,20,16.3,2021-05-03
Southern Company,COMP,2019-11-11,2020-03-16,19,16.3,2019-11-11
Carlisle Companies Incorporated,COMP,2021-02-08,2023-07-17,128,16.3,2023-04-10
Bank of Canada,ORG/GOV,2020-04-06,2021-04-26,56,16.3,2020-09-07
Rio Tinto,COMP,2019-09-02,2020-01-13,20,16.3,2020-01-06
Arrow Electronics,COMP,2021-07-05,2022-10-31,70,16.3,2022-10-31
Whole Foods Market,COMP,2019-05-13,2020-03-23,46,16.3,2019-12-09
Gold,PRODUCT,2017-09-11,2017-10-02,4,16.3,2017-10-02
Comerica,COMP,2018-06-25,2019-01-14,30,16.3,2019-01-14
Markel,COMP,2020-02-10,2021-02-01,52,16.3,2021-02-01
Transportation Sector,SECTOR,2017-01-09,2017-08-21,33,16.3,2017-04-24
Eagle Ford,GPE,2017-06-19,2019-04-29,98,16.3,2018-11-05
Entertainment Sector,SECTOR,2020-02-03,2021-02-08,54,16.2,2020-02-24
Barrick Gold Corp,COMP,2020-05-04,2020-09-14,20,16.2,2020-07-13
Instagram,PRODUCT,2020-05-25,2020-10-05,20,16.2,2020-07-20
e.l.f. Beauty,COMP,2022-08-01,2023-10-30,66,16.2,2022-08-15
Crane Co.,COMP,2017-04-24,2018-03-19,48,16.2,2017-04-24
Discover Financial Services,COMP,2022-06-13,2022-07-18,6,16.2,2022-06-13
Gold Mining,SECTOR,2017-01-30,2017-07-24,26,16.2,2017-02-06
Machine Learning,CONCEPT,2023-07-31,2023-12-11,20,16.2,2023-12-11
Industry,SECTOR,2020-10-19,2022-02-07,69,16.2,2021-05-10
M&T Bank,COMP,2020-03-09,2022-04-11,110,16.2,2022-03-28
Fed Chair Jerome Powell,PERSON,2021-08-23,2022-09-19,57,16.2,2022-09-19
iShares U.S. Home Construction ETF,FIN_INSTRUMENT,2023-07-17,2023-11-27,20,16.2,2023-08-14
Georgia,GPE,2020-01-06,2021-10-11,93,16.2,2020-05-18
Inflationary Pressures,CONCEPT,2021-08-16,2022-09-19,58,16.2,2022-02-28
"M.D.C. Holdings, Inc.",COMP,2021-01-11,2022-10-24,94,16.2,2021-02-01
Costco,COMP,2017-09-18,2017-10-30,7,16.2,2017-10-09
Heico,COMP,2019-08-26,2021-04-12,86,16.2,2021-04-12
Royal Caribbean Cruises Ltd.,COMP,2017-02-20,2018-03-05,55,16.2,2018-03-05
Market Value,ECON_INDICATOR,2019-08-12,2021-08-30,108,16.2,2020-04-06
Quarterly Earnings,ECON_INDICATOR,2023-06-05,2023-12-11,28,16.2,2023-07-31
Energy Sector,SECTOR,2018-05-07,2018-05-14,2,16.2,2018-05-07
Utilities Select Sector SPDR Fund,FIN_INSTRUMENT,2023-07-24,2023-11-13,17,16.2,2023-07-24
"MasTec, Inc.",COMP,2017-09-04,2019-03-11,80,16.2,2019-02-25
Stryker Corporation,COMP,2018-04-23,2019-01-28,41,16.2,2018-07-09
iShares Core Dividend Growth ETF,FIN_INSTRUMENT,2019-04-29,2020-03-16,47,16.2,2019-08-05
Waste Management,COMP,2020-04-13,2020-11-02,30,16.2,2020-06-01
Earnings Beat,CONCEPT,2019-01-21,2019-02-18,5,16.1,2019-01-28
General Motors,COMP,2017-01-30,2017-02-20,4,16.1,2017-02-13
Basic Materials,SECTOR,2017-01-16,2018-08-06,82,16.1,2017-10-16
Financial,SECTOR,2019-12-16,2020-10-26,46,16.1,2020-01-13
Microsoft,COMP,2020-08-03,2020-08-10,2,16.1,2020-08-03
Yum! Brands,COMP,2019-07-08,2019-11-04,18,16.1,2019-07-15
CME Group,COMP,2020-04-27,2020-06-15,8,16.1,2020-06-15
"Stanley Black & Decker, Inc.",COMP,2017-02-20,2018-04-16,61,16.1,2017-02-20
News Corporation,COMP,2020-02-03,2020-05-04,14,16.1,2020-02-17
Palo Alto Networks,COMP,2017-05-29,2017-08-28,14,16.1,2017-05-29
DTE Energy Company,COMP,2021-10-25,2022-09-26,49,16.1,2022-09-26
iShares Edge MSCI USA Quality Factor ETF,FIN_INSTRUMENT,2019-07-15,2020-04-13,40,16.1,2020-02-03
U.S. Bancorp,COMP,2019-09-23,2019-10-07,3,16.1,2019-10-07
T-Mobile,COMP,2018-04-30,2018-04-30,1,16.1,2018-04-30
Pioneer Natural Resources Company,COMP,2021-05-03,2021-08-02,14,16.1,2021-08-02
Dividend Yield,CONCEPT,2022-11-07,2022-11-14,2,16.1,2022-11-07
Investment Returns,CONCEPT,2019-12-30,2021-09-13,90,16.1,2020-12-14
Walmart Inc,COMP,2021-09-27,2021-11-22,9,16.1,2021-09-27
Investor Portfolio,CONCEPT,2021-10-18,2023-02-20,71,16.0,2021-12-06
TechnipFMC plc,COMP,2017-01-16,2018-08-20,84,16.0,2018-08-20
Lennar,COMP,2023-06-26,2023-12-11,25,16.0,2023-08-14
Chevron Corporation,COMP,2017-01-23,2017-02-13,4,16.0,2017-02-13
Robert Half International Inc.,COMP,2017-07-24,2018-07-23,53,16.0,2018-07-23
The Materials Select Sector SPDR Fund,FIN_INSTRUMENT,2023-06-26,2023-11-20,22,16.0,2023-07-24
Reserve Bank of Australia,ORG/REG,2023-02-06,2023-11-27,43,16.0,2023-04-03
Hydrogen Fuel Cells,PRODUCT,2023-02-06,2023-08-07,27,16.0,2023-03-13
Industrial Production,ECON_INDICATOR,2017-09-18,2018-12-10,65,16.0,2017-09-18
"Cardinal Health, Inc.",COMP,2018-03-26,2018-07-23,18,16.0,2018-03-26
IPO,EVENT,2023-07-24,2023-10-16,13,16.0,2023-07-24
British American Tobacco,COMP,2018-11-12,2019-12-16,58,16.0,2019-11-25
STORE Capital,COMP,2020-04-06,2022-08-22,125,16.0,2021-02-22
Medtronic,COMP,2020-02-17,2020-04-20,10,16.0,2020-02-17
Aurora,COMP,2021-08-16,2021-09-27,7,16.0,2021-08-16
T-Mobile US,COMP,2017-02-13,2017-05-08,13,15.9,2017-04-24
Energy stocks,FIN_INSTRUMENT,2021-07-19,2021-11-15,18,15.9,2021-07-19
Travelers,COMP,2021-12-13,2022-03-21,15,15.9,2021-12-13
Rockwell Automation,COMP,2022-01-31,2022-06-27,22,15.9,2022-06-27
Housing Market,SECTOR,2019-12-09,2020-06-29,30,15.9,2020-05-18
Colorado,GPE,2020-02-24,2021-03-01,54,15.9,2020-09-14
United Arab Emirates,GPE,2020-02-10,2022-03-07,109,15.9,2020-03-09
Current Bid,ECON_INDICATOR,2021-06-14,2022-07-11,57,15.9,2021-06-14
,ECON_INDICATOR,2017-04-24,2017-04-24,1,15.9,2017-04-24
Snap Inc.,COMP,2019-08-19,2019-09-02,3,15.9,2019-09-02
Canadian Solar,COMP,2017-06-19,2017-12-11,26,15.9,2017-06-19
Restaurant Sales,ECON_INDICATOR,2023-03-06,2023-05-15,11,15.9,2023-03-06
Meritage Homes Corporation,COMP,2020-03-16,2020-03-16,1,15.9,2020-03-16
PBF Energy Inc.,COMP,2018-06-11,2019-02-25,38,15.9,2018-08-13
Telecom,SECTOR,2020-01-27,2020-08-03,28,15.9,2020-02-10
Huntington Bancshares,COMP,2022-05-09,2023-08-28,69,15.9,2022-05-09
Nvidia,COMP,2019-05-13,2019-05-13,1,15.9,2019-05-13
Micron Technology Inc.,COMP,2017-01-16,2017-03-27,11,15.9,2017-03-27
Solar Stocks,FIN_INSTRUMENT,2020-08-10,2021-03-08,31,15.9,2020-10-05
"Skechers U.S.A., Inc.",COMP,2017-10-16,2018-07-16,40,15.9,2018-07-16
Walgreens Boots Alliance,COMP,2018-06-18,2018-07-09,4,15.9,2018-06-18
ETFs,FIN_INSTRUMENT,2019-05-06,2019-06-17,7,15.9,2019-06-03
